      t/r   , 0.0000E+00, 1.0000E-02, 2.0000E-02, 3.0000E-02, 4.0000E-02, 5.0000E-02, 6.0000E-02, 7.0000E-02, 8.0000E-02, 9.0000E-02, 1.0000E-01, 1.1000E-01, 1.2000E-01, 1.3000E-01, 1.4000E-01, 1.5000E-01, 1.6000E-01, 1.7000E-01, 1.8000E-01, 1.9000E-01, 2.0000E-01, 2.1000E-01, 2.2000E-01, 2.3000E-01, 2.4000E-01, 2.5000E-01, 2.6000E-01, 2.7000E-01, 2.8000E-01, 2.9000E-01, 3.0000E-01, 3.1000E-01, 3.2000E-01, 3.3000E-01, 3.4000E-01, 3.5000E-01, 3.6000E-01, 3.7000E-01, 3.8000E-01, 3.9000E-01, 4.0000E-01, 4.1000E-01, 4.2000E-01, 4.3000E-01, 4.4000E-01, 4.5000E-01, 4.6000E-01, 4.7000E-01, 4.8000E-01, 4.9000E-01, 5.0000E-01, 5.1000E-01, 5.2000E-01, 5.3000E-01, 5.4000E-01, 5.5000E-01, 5.6000E-01, 5.7000E-01, 5.8000E-01, 5.9000E-01, 6.0000E-01, 6.1000E-01, 6.2000E-01, 6.3000E-01, 6.4000E-01, 6.5000E-01, 6.6000E-01, 6.7000E-01, 6.8000E-01, 6.9000E-01, 7.0000E-01, 7.1000E-01, 7.2000E-01, 7.3000E-01, 7.4000E-01, 7.5000E-01, 7.6000E-01, 7.7000E-01, 7.8000E-01, 7.9000E-01, 8.0000E-01, 8.1000E-01, 8.2000E-01, 8.3000E-01, 8.4000E-01, 8.5000E-01, 8.6000E-01, 8.7000E-01, 8.8000E-01, 8.9000E-01, 9.0000E-01, 9.1000E-01, 9.2000E-01, 9.3000E-01, 9.4000E-01, 9.5000E-01, 9.6000E-01, 9.7000E-01, 9.8000E-01, 9.9000E-01, 1.0000E+00, 1.0100E+00,
  1.0000E+00, 3.9375E-01, 3.9373E-01, 3.9365E-01, 3.9352E-01, 3.9334E-01, 3.9311E-01, 3.9283E-01, 3.9250E-01, 3.9212E-01, 3.9169E-01, 3.9121E-01, 3.9067E-01, 3.9009E-01, 3.8946E-01, 3.8878E-01, 3.8804E-01, 3.8726E-01, 3.8643E-01, 3.8556E-01, 3.8463E-01, 3.8366E-01, 3.8263E-01, 3.8157E-01, 3.8045E-01, 3.7929E-01, 3.7808E-01, 3.7683E-01, 3.7553E-01, 3.7419E-01, 3.7280E-01, 3.7137E-01, 3.6989E-01, 3.6838E-01, 3.6682E-01, 3.6522E-01, 3.6358E-01, 3.6190E-01, 3.6018E-01, 3.5843E-01, 3.5663E-01, 3.5480E-01, 3.5293E-01, 3.5102E-01, 3.4908E-01, 3.4711E-01, 3.4510E-01, 3.4307E-01, 3.4100E-01, 3.3890E-01, 3.3677E-01, 3.3461E-01, 3.3242E-01, 3.3021E-01, 3.2798E-01, 3.2572E-01, 3.2344E-01, 3.2114E-01, 3.1882E-01, 3.1648E-01, 3.1412E-01, 3.1175E-01, 3.0937E-01, 3.0698E-01, 3.0458E-01, 3.0217E-01, 2.9976E-01, 2.9734E-01, 2.9493E-01, 2.9252E-01, 2.9012E-01, 2.8773E-01, 2.8536E-01, 2.8301E-01, 2.8068E-01, 2.7838E-01, 2.7612E-01, 2.7390E-01, 2.7173E-01, 2.6963E-01, 2.6760E-01, 2.6566E-01, 2.6381E-01, 2.6209E-01, 2.6051E-01, 2.5910E-01, 2.5790E-01, 2.5694E-01, 2.5628E-01, 2.5599E-01, 2.5617E-01, 2.5694E-01, 2.5847E-01, 2.6103E-01, 2.6499E-01, 2.7096E-01, 2.7998E-01, 2.9396E-01, 3.1696E-01, 3.5973E-01, 4.6592E-01, 4.1401E+03, 0.0000E+00,

